Query	RS_Number	R2	GWAS_Trait	P_value	PMID
rs2814961	rs11755393	0.978509137173925	Systemic lupus erythematosus	2e-08	19838195
rs2814961	rs11755393	0.978509137173925	Body mass index	4e-55	36581621
rs2814961	rs6941110	0.967346510074687	Sex hormone-binding globulin levels	5e-27	36653534
rs2814961	rs9462030	0.949582973139464	Red cell distribution width	5e-25	32888493
rs2814961	rs2814949	0.947688155869807	Essential hypertension (time to event)	9e-09	32589924
rs2814961	rs9469857	0.944943071443945	Systemic lupus erythematosus (MTAG)	9e-45	36750564
rs2814961	rs2764208	0.944208717265358	Systemic lupus erythematosus	7e-06	24871463
rs2814961	rs2744944	0.938312541241385	Hypothyroidism	3e-10	34594039
rs2814961	rs2744944	0.938312541241385	High density lipoprotein cholesterol levels	3e-86	34887591
rs2814961	rs2744944	0.938312541241385	Multi-trait sex score	7e-22	37277458
rs2814961	rs9469899	0.932895650652106	Prostate cancer (advanced)	2e-06	29892016
rs2814961	rs9469899	0.932895650652106	Prostate cancer	5e-09	29892016
rs2814961	rs9469899	0.932895650652106	Prostate cancer	8e-11	33398198
rs2814961	rs9469899	0.932895650652106	Hand grip strength	3e-15	29691431
rs2814961	rs9469899	0.932895650652106	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs2814961	rs9469899	0.932895650652106	Graves' disease	4e-10	34594039
rs2814961	rs9469899	0.932895650652106	Coronary artery disease	1e-11	36474045
rs2814961	rs9469899	0.932895650652106	Predicted visceral adipose tissue	2e-20	31501611
rs2814961	rs9469899	0.932895650652106	Medication use (thyroid preparations)	2e-09	31015401
rs2814961	rs9469899	0.932895650652106	Medication use (thyroid preparations)	3e-10	34594039
rs2814961	rs2263329	0.918988053643494	HDL cholesterol	6e-35	34594039
rs2814961	rs2263329	0.918988053643494	HDL cholesterol levels	8e-43	32203549
rs2814961	rs2263329	0.918988053643494	High density lipoprotein cholesterol levels	2e-52	34887591
rs2814961	rs9296128	0.896314200316187	Hip circumference adjusted for BMI	4e-13	34021172
rs2814961	rs111868030	0.894786239424834	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs2814961	rs9368830	0.871482843035307	HDL cholesterol	4e-21	30275531
rs2814961	rs9368828	0.842133334057305	Body mass index	1e-34	34594039
rs2814961	rs6912327	0.82422154816861	Fasting insulin	5e-06	33402679
rs2814961	rs6912327	0.82422154816861	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs2814961	rs112283401	0.801473312816332	Red cell distribution width	4e-27	30595370
rs2814961	rs2744973	0.786385358868946	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs2814961	rs2744973	0.786385358868946	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs2814961	rs2744973	0.786385358868946	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs2814961	rs2744973	0.786385358868946	Multi-trait sex score	6e-20	37277458
rs2814961	rs6940215	0.637903741086296	Insomnia	2e-10	35835914
rs2814961	rs6940215	0.637903741086296	Insomnia	1e-13	35835914
rs2814961	rs6940215	0.637903741086296	Hip circumference adjusted for BMI	8e-10	34021172
rs2814961	rs6940215	0.637903741086296	Multi-trait sex score	2e-23	37277458
rs2814961	rs6940215	0.637903741086296	Multi-trait sex score	4e-23	37277458
rs2814961	rs6457796	0.629218841714412	Insomnia	1e-08	30804565
rs2814961	rs6457796	0.629218841714412	Plateletcrit	9e-11	32888494
rs2814961	rs6457796	0.629218841714412	Systemic lupus erythematosus	3e-22	33272962
rs2814961	rs6457796	0.629218841714412	Body mass index	5e-13	30108127
rs2814961	rs6457796	0.629218841714412	Body mass index	1e-14	26426971
rs2814961	rs6457796	0.629218841714412	Educational attainment	5e-19	35361970
rs2814961	rs9689160	0.608647163734184	Lung function (forced vital capacity)	3e-14	36914875
rs2814961	rs205262	0.60038694747696	Body mass index	2e-09	26961502
rs2814961	rs205262	0.60038694747696	Walking pace	4e-10	33128006
rs2814961	rs205262	0.60038694747696	Body mass index	8e-13	30108127
rs2814961	rs205262	0.60038694747696	Body mass index	2e-09	25673413
rs2814961	rs205262	0.60038694747696	Body mass index	2e-14	26426971
rs2814961	rs205262	0.60038694747696	BMI in non-smokers	3e-07	28443625
rs2814961	rs205262	0.60038694747696	BMI in non-smokers	6e-09	28443625
rs2814961	rs205262	0.60038694747696	BMI (adjusted for smoking behaviour)	3e-07	28443625
rs2814961	rs205262	0.60038694747696	BMI (adjusted for smoking behaviour)	3e-09	28443625
rs2814961	rs205262	0.60038694747696	Body mass index (joint analysis main effects and smoking interaction)	3e-09	28443625
rs2814961	rs205262	0.60038694747696	Body mass index (joint analysis main effects and smoking interaction)	2e-07	28443625
rs2814961	rs205262	0.60038694747696	Gastroesophageal reflux disease	1e-10	34187846
rs2814961	rs205262	0.60038694747696	Body mass index	3e-10	25673413
rs2814961	rs205262	0.60038694747696	Body mass index	2e-10	25673413
rs2814961	rs205262	0.60038694747696	ICD10 M54: Dorsalgia	2e-12	35110524
rs2814963	rs9469872	0.98400520187851	HDL cholesterol levels	3e-11	36333282
rs2814963	rs9366863	0.983215916960949	Adult body size	9e-33	32376654
rs2814963	rs9366863	0.983215916960949	Body mass index	2e-44	30595370
rs2814963	rs11755393	0.976909905933693	Body mass index	3e-26	29273807
rs2814963	rs11755393	0.976909905933693	Systemic lupus erythematosus	2e-12	33493351
rs2814963	rs11755393	0.976909905933693	Systemic lupus erythematosus	2e-06	33493351
rs2814963	rs11755393	0.976909905933693	Systemic lupus erythematosus	1e-07	33493351
rs2814963	rs11755393	0.976909905933693	Systemic lupus erythematosus	2e-08	19838195
rs2814963	rs11755393	0.976909905933693	Body mass index	4e-55	36581621
rs2814963	rs6941110	0.965777090653584	Sex hormone-binding globulin levels	5e-27	36653534
rs2814963	rs9462030	0.948051532236176	Red cell distribution width	5e-25	32888493
rs2814963	rs2814949	0.946126047048091	Essential hypertension (time to event)	9e-09	32589924
rs2814963	rs9469857	0.943417931619464	Systemic lupus erythematosus (MTAG)	9e-45	36750564
rs2814963	rs2764208	0.942685922036761	Systemic lupus erythematosus	7e-06	24871463
rs2814963	rs2744944	0.936764516027397	Hypothyroidism	3e-10	34594039
rs2814963	rs2744944	0.936764516027397	High density lipoprotein cholesterol levels	3e-86	34887591
rs2814963	rs2744944	0.936764516027397	Multi-trait sex score	7e-22	37277458
rs2814963	rs9469899	0.931359889409606	Prostate cancer (advanced)	2e-06	29892016
rs2814963	rs9469899	0.931359889409606	Prostate cancer	5e-09	29892016
rs2814963	rs9469899	0.931359889409606	Prostate cancer	8e-11	33398198
rs2814963	rs9469899	0.931359889409606	Hand grip strength	3e-15	29691431
rs2814963	rs9469899	0.931359889409606	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs2814963	rs9469899	0.931359889409606	Graves' disease	4e-10	34594039
rs2814963	rs9469899	0.931359889409606	Coronary artery disease	1e-11	36474045
rs2814963	rs9469899	0.931359889409606	Predicted visceral adipose tissue	2e-20	31501611
rs2814963	rs9469899	0.931359889409606	Medication use (thyroid preparations)	2e-09	31015401
rs2814963	rs9469899	0.931359889409606	Medication use (thyroid preparations)	3e-10	34594039
rs2814963	rs2263329	0.91746687542176	HDL cholesterol	6e-35	34594039
rs2814963	rs2263329	0.91746687542176	HDL cholesterol levels	8e-43	32203549
rs2814963	rs2263329	0.91746687542176	High density lipoprotein cholesterol levels	2e-52	34887591
rs2814963	rs9296128	0.8948684540018	Hip circumference adjusted for BMI	4e-13	34021172
rs2814963	rs111868030	0.893341816056237	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs2814963	rs9368830	0.869932412951952	HDL cholesterol	4e-21	30275531
rs2814963	rs9368828	0.84069135305439	Body mass index	1e-34	34594039
rs2814963	rs6912327	0.822890683405759	Fasting insulin	5e-06	33402679
rs2814963	rs6912327	0.822890683405759	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs2814963	rs112283401	0.800161776090551	Red cell distribution width	4e-27	30595370
rs2814963	rs2744973	0.785112162643234	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs2814963	rs2744973	0.785112162643234	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs2814963	rs2744973	0.785112162643234	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs2814963	rs2744973	0.785112162643234	Multi-trait sex score	6e-20	37277458
rs2814963	rs6940215	0.636815138725138	Insomnia	2e-10	35835914
rs2814963	rs6940215	0.636815138725138	Insomnia	1e-13	35835914
rs2814963	rs6940215	0.636815138725138	Hip circumference adjusted for BMI	8e-10	34021172
rs2814963	rs6940215	0.636815138725138	Multi-trait sex score	2e-23	37277458
rs2814963	rs6940215	0.636815138725138	Multi-trait sex score	4e-23	37277458
rs2814963	rs6457796	0.628200807936117	Insomnia	1e-08	30804565
rs2814963	rs6457796	0.628200807936117	Plateletcrit	9e-11	32888494
rs2814963	rs6457796	0.628200807936117	Systemic lupus erythematosus	3e-22	33272962
rs2814963	rs6457796	0.628200807936117	Body mass index	5e-13	30108127
rs2814963	rs6457796	0.628200807936117	Body mass index	1e-14	26426971
rs2814963	rs6457796	0.628200807936117	Educational attainment	5e-19	35361970
rs2814963	rs9689160	0.607670053332304	Lung function (forced vital capacity)	3e-14	36914875
rs2814972	rs2263329	0.968142248883583	HDL cholesterol	6e-35	34594039
rs2814972	rs2263329	0.968142248883583	HDL cholesterol levels	8e-43	32203549
rs2814972	rs2263329	0.968142248883583	High density lipoprotein cholesterol levels	2e-52	34887591
rs2814972	rs9366863	0.954091197681385	Adult body size	9e-33	32376654
rs2814972	rs9366863	0.954091197681385	Body mass index	2e-44	30595370
rs2814972	rs2744944	0.947070925322409	Hypothyroidism	3e-10	34594039
rs2814972	rs2744944	0.947070925322409	High density lipoprotein cholesterol levels	3e-86	34887591
rs2814972	rs2744944	0.947070925322409	Multi-trait sex score	7e-22	37277458
rs2814972	rs2814949	0.945665792851966	Essential hypertension (time to event)	9e-09	32589924
rs2814972	rs9469872	0.940815688160672	HDL cholesterol levels	3e-11	36333282
rs2814972	rs11755393	0.918831003302386	Body mass index	3e-26	29273807
rs2814972	rs11755393	0.918831003302386	Systemic lupus erythematosus	2e-12	33493351
rs2814972	rs11755393	0.918831003302386	Systemic lupus erythematosus	2e-06	33493351
rs2814972	rs11755393	0.918831003302386	Systemic lupus erythematosus	1e-07	33493351
rs2814972	rs11755393	0.918831003302386	Systemic lupus erythematosus	2e-08	19838195
rs2814972	rs11755393	0.918831003302386	Body mass index	4e-55	36581621
rs2814972	rs6941110	0.910518133090373	Sex hormone-binding globulin levels	5e-27	36653534
rs2814972	rs111868030	0.9046846082064	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs2814972	rs9469857	0.901778722268982	Systemic lupus erythematosus (MTAG)	9e-45	36750564
rs2814972	rs2764208	0.899481777427654	Systemic lupus erythematosus	7e-06	24871463
rs2814972	rs9462030	0.889579128589563	Red cell distribution width	5e-25	32888493
rs2814972	rs9469899	0.873942566095992	Prostate cancer (advanced)	2e-06	29892016
rs2814972	rs9469899	0.873942566095992	Prostate cancer	5e-09	29892016
rs2814972	rs9469899	0.873942566095992	Prostate cancer	8e-11	33398198
rs2814972	rs9469899	0.873942566095992	Hand grip strength	3e-15	29691431
rs2814972	rs9469899	0.873942566095992	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs2814972	rs9469899	0.873942566095992	Graves' disease	4e-10	34594039
rs2814972	rs9469899	0.873942566095992	Coronary artery disease	1e-11	36474045
rs2814972	rs9469899	0.873942566095992	Predicted visceral adipose tissue	2e-20	31501611
rs2814972	rs9469899	0.873942566095992	Medication use (thyroid preparations)	2e-09	31015401
rs2814972	rs9469899	0.873942566095992	Medication use (thyroid preparations)	3e-10	34594039
rs2814972	rs9368830	0.864859314377829	HDL cholesterol	4e-21	30275531
rs2814972	rs9296128	0.851650494377412	Hip circumference adjusted for BMI	4e-13	34021172
rs2814972	rs9368828	0.848317611511305	Body mass index	1e-34	34594039
rs2814972	rs2744973	0.811059740058729	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs2814972	rs2744973	0.811059740058729	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs2814972	rs2744973	0.811059740058729	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs2814972	rs2744973	0.811059740058729	Multi-trait sex score	6e-20	37277458
rs2814972	rs6912327	0.768248596179196	Fasting insulin	5e-06	33402679
rs2814972	rs6912327	0.768248596179196	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs2814972	rs112283401	0.743467148115697	Red cell distribution width	4e-27	30595370
rs2814972	rs205262	0.631777419463945	Body mass index	2e-09	26961502
rs2814972	rs205262	0.631777419463945	Walking pace	4e-10	33128006
rs2814972	rs205262	0.631777419463945	Body mass index	8e-13	30108127
rs2814972	rs205262	0.631777419463945	Body mass index	2e-09	25673413
rs2814972	rs205262	0.631777419463945	Body mass index	2e-14	26426971
rs2814972	rs205262	0.631777419463945	BMI in non-smokers	3e-07	28443625
rs2814972	rs205262	0.631777419463945	BMI in non-smokers	6e-09	28443625
rs2814972	rs205262	0.631777419463945	BMI (adjusted for smoking behaviour)	3e-07	28443625
rs2814972	rs205262	0.631777419463945	BMI (adjusted for smoking behaviour)	3e-09	28443625
rs2814972	rs205262	0.631777419463945	Body mass index (joint analysis main effects and smoking interaction)	3e-09	28443625
rs2814972	rs205262	0.631777419463945	Body mass index (joint analysis main effects and smoking interaction)	2e-07	28443625
rs2814972	rs205262	0.631777419463945	Gastroesophageal reflux disease	1e-10	34187846
rs2814972	rs205262	0.631777419463945	Body mass index	3e-10	25673413
rs2814972	rs205262	0.631777419463945	Body mass index	2e-10	25673413
rs2814972	rs205262	0.631777419463945	ICD10 M54: Dorsalgia	2e-12	35110524
rs2814974	rs2263329	0.964148246449013	HDL cholesterol	6e-35	34594039
rs2814974	rs2263329	0.964148246449013	HDL cholesterol levels	8e-43	32203549
rs2814974	rs2263329	0.964148246449013	High density lipoprotein cholesterol levels	2e-52	34887591
rs2814974	rs9366863	0.950100746089997	Adult body size	9e-33	32376654
rs2814974	rs9366863	0.950100746089997	Body mass index	2e-44	30595370
rs2814974	rs2744944	0.943090755258153	Hypothyroidism	3e-10	34594039
rs2814974	rs2744944	0.943090755258153	High density lipoprotein cholesterol levels	3e-86	34887591
rs2814974	rs2744944	0.943090755258153	Multi-trait sex score	7e-22	37277458
rs2814974	rs2814949	0.94166814579124	Essential hypertension (time to event)	9e-09	32589924
rs2814974	rs9469872	0.936850294922191	HDL cholesterol levels	3e-11	36333282
rs2814974	rs11755393	0.914862414842146	Body mass index	3e-26	29273807
rs2814974	rs11755393	0.914862414842146	Systemic lupus erythematosus	2e-12	33493351
rs2814974	rs11755393	0.914862414842146	Systemic lupus erythematosus	2e-06	33493351
rs2814974	rs11755393	0.914862414842146	Systemic lupus erythematosus	1e-07	33493351
rs2814974	rs11755393	0.914862414842146	Systemic lupus erythematosus	2e-08	19838195
rs2814974	rs11755393	0.914862414842146	Body mass index	4e-55	36581621
rs2814974	rs6941110	0.906639120693703	Sex hormone-binding globulin levels	5e-27	36653534
rs2814974	rs111868030	0.901040350512242	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs2814974	rs9469857	0.898007333725791	Systemic lupus erythematosus (MTAG)	9e-45	36750564
rs2814974	rs2764208	0.895721802195624	Systemic lupus erythematosus	7e-06	24871463
rs2814974	rs9462030	0.885828492303205	Red cell distribution width	5e-25	32888493
rs2814974	rs9469899	0.870163558562911	Prostate cancer (advanced)	2e-06	29892016
rs2814974	rs9469899	0.870163558562911	Prostate cancer	5e-09	29892016
rs2814974	rs9469899	0.870163558562911	Prostate cancer	8e-11	33398198
rs2814974	rs9469899	0.870163558562911	Hand grip strength	3e-15	29691431
rs2814974	rs9469899	0.870163558562911	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs2814974	rs9469899	0.870163558562911	Graves' disease	4e-10	34594039
rs2814974	rs9469899	0.870163558562911	Coronary artery disease	1e-11	36474045
rs2814974	rs9469899	0.870163558562911	Predicted visceral adipose tissue	2e-20	31501611
rs2814974	rs9469899	0.870163558562911	Medication use (thyroid preparations)	2e-09	31015401
rs2814974	rs9469899	0.870163558562911	Medication use (thyroid preparations)	3e-10	34594039
rs2814974	rs9368830	0.860855355056694	HDL cholesterol	4e-21	30275531
rs2814974	rs9296128	0.848128133677357	Hip circumference adjusted for BMI	4e-13	34021172
rs2814974	rs9368828	0.844644047677037	Body mass index	1e-34	34594039
rs2814974	rs2744973	0.807911996528182	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs2814974	rs2744973	0.807911996528182	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs2814974	rs2744973	0.807911996528182	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs2814974	rs2744973	0.807911996528182	Multi-trait sex score	6e-20	37277458
rs2814974	rs6912327	0.76510590965005	Fasting insulin	5e-06	33402679
rs2814974	rs6912327	0.76510590965005	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs2814974	rs112283401	0.740380125656862	Red cell distribution width	4e-27	30595370
rs2814974	rs205262	0.629547873697217	Body mass index	2e-09	26961502
rs2814974	rs205262	0.629547873697217	Walking pace	4e-10	33128006
